
 num     #instances         #bytes  class name
1414:            10            240  com.fasterxml.classmate.util.ClassKey
1415:            10            240  com.sun.org.apache.xerces.internal.impl.dtd.XMLContentSpec
1416:             5            240  java.io.BufferedReader
1417:            10            240  java.lang.annotation.ElementType
1418:             6            240  javax.websocket.server.ServerEndpointConfig$Builder
1419:             6            240  org.apache.catalina.core.ApplicationSessionCookieConfig
1420:             6            240  org.apache.catalina.mbeans.ContextMBean
1421:            10            240  org.apache.commons.pool2.PooledObjectState
1422:             6            240  org.apache.commons.pool2.impl.LinkedBlockingDeque
1423:             6            240  org.apache.commons.pool2.impl.LinkedBlockingDeque
1424:             6            240  org.apache.jasper.compiler.JspConfig
1425:             6            240  org.apache.jasper.servlet.JspServlet
1426:             5            240  org.apache.tomcat.util.descriptor.web.ContextEnvironment
1427:            10            240  org.apache.tomcat.util.descriptor.web.ErrorPage
1428:            10            240  org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl$AggregatedClassLoader$1
1429:            10            240  org.hibernate.boot.registry.classloading.internal.ClassLoaderServiceImpl$AggregatedClassLoader$1
1430:            10            240  org.hibernate.dialect.function.SQLFunctionTemplate
1431:            10            240  org.hibernate.dialect.function.TemplateRenderer
1432:             3            240  org.springframework.aop.aspectj.AspectJAroundAdvice
1433:            15            240  org.springframework.core.SerializableTypeWrapper$1
1434:             6            240  org.springframework.core.task.SimpleAsyncTaskExecutor
1435:            10            240  org.springframework.web.accept.ContentNegotiationManager
1436:             6            240  redis.clients.jedis.JedisFactory
1437:             6            240  redis.clients.jedis.JedisFactory
1438:             6            240  sun.management.MemoryPoolImpl$CollectionSensor
1439:             6            240  sun.management.MemoryPoolImpl$PoolSensor
1440:             5            240  sun.misc.ProxyGenerator
1441:            10            232  [Ljava.util.logging.Handler;
1442:            12            224  [Lorg.apache.tomcat.websocket.pojo.PojoPathParam;
1443:             7            224  com.fasterxml.jackson.databind.introspect.AnnotatedField
1444:            14            224  com.fasterxml.jackson.databind.introspect.BasicClassIntrospector
1445:            14            224  com.sun.proxy.$Proxy25
1446:            14            224  com.sun.proxy.$Proxy26
1447:            14            224  com.sun.proxy.$Proxy7
1448:             7            224  java.net.Socket
1449:            14            224  java.rmi.server.Operation
1450:            14            224  java.util.concurrent.ConcurrentHashMap$ValuesView
1451:             7            224  java.util.concurrent.FutureTask
1452:             7            224  java.util.concurrent.SynchronousQueue
1453:             4            224  org.aspectj.weaver.World$TypeMap
1454:             4            224  org.springframework.aop.aspectj.annotation.InstantiationModelAwarePointcutAdvisorImpl
1455:            14            224  org.springframework.aop.framework.CglibAopProxy$AdvisedDispatcher
1456:            14            224  org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor
1457:            14            224  org.springframework.aop.framework.CglibAopProxy$EqualsInterceptor
1458:            14            224  org.springframework.aop.framework.CglibAopProxy$HashCodeInterceptor
1459:            14            224  org.springframework.aop.framework.CglibAopProxy$SerializableNoOp
1460:            14            224  org.springframework.aop.framework.CglibAopProxy$StaticDispatcher
1461:            14            224  org.springframework.aop.framework.CglibAopProxy$StaticUnadvisedExposedInterceptor
1462:             4            224  org.springframework.core.env.PropertySourcesPropertyResolver
1463:            14            224  org.springframework.web.method.annotation.MapMethodProcessor
1464:            14            224  org.springframework.web.method.annotation.ModelMethodProcessor
1465:            14            224  org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolver
1466:            14            224  org.springframework.web.servlet.mvc.method.annotation.ServletResponseMethodArgumentResolver
1467:             7            224  sun.reflect.MethodAccessorGenerator$1
1468:             4            224  sun.rmi.transport.Target
1469:             4            224  sun.security.util.MemoryCache$SoftCacheEntry
1470:             4            224  sun.security.x509.X509CertInfo
1471:             9            216  com.alibaba.druid.pool.PreparedStatementPool$MethodType
1472:             9            216  com.fasterxml.jackson.annotation.JsonFormat$Shape
1473:             3            216  com.mysql.jdbc.ConnectionPropertiesImpl$MemorySizeConnectionProperty
1474:             9            216  com.sun.jmx.remote.util.ClassLogger
1475:             9            216  java.util.Collections$3
1476:             9            216  java.util.logging.Level$KnownLevel
1477:             9            216  java.util.regex.Pattern$CharProperty$1
1478:             9            216  org.apache.tomcat.util.descriptor.tld.TldRuleSet$1
1479:             9            216  org.apache.tomcat.util.descriptor.tld.TldRuleSet$ScriptVariableRule
1480:             9            216  org.apache.tomcat.util.descriptor.tld.TldRuleSet$TagAttributeRule
1481:             9            216  org.aspectj.apache.bcel.generic.BasicType
1482:             9            216  org.aspectj.weaver.MemberKind
1483:             9            216  org.aspectj.weaver.MemberKind
1484:             9            216  org.hibernate.engine.internal.CascadePoint
1485:             9            216  org.slf4j.impl.Log4jLoggerAdapter
1486:             9            216  org.springframework.core.io.ClassPathResource
1487:             3            216  sun.nio.ch.EPollArrayWrapper
1488:             3            216  sun.nio.ch.EPollSelectorImpl
1489:             9            216  sun.rmi.runtime.Log$LoggerLog
1490:             9            216  sun.util.logging.PlatformLogger$Level
1491:             2            208  [Lcom.fasterxml.jackson.databind.DeserializationFeature;
1492:             2            208  [Lcom.fasterxml.jackson.databind.DeserializationFeature;
1493:             2            208  [Lcom.fasterxml.jackson.databind.SerializationFeature;
1494:             2            208  [Lcom.fasterxml.jackson.databind.SerializationFeature;
1495:             7            208  [Lorg.apache.catalina.mapper.Mapper$MappedContext;
1496:             2            208  com.alibaba.druid.stat.JdbcConnectionStat
1497:            13            208  com.fasterxml.jackson.databind.jsontype.impl.StdSubtypeResolver
1498:            13            208  com.sun.org.apache.xerces.internal.util.EntityResolver2Wrapper
1499:            13            208  com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper
1500:            13            208  org.apache.ibatis.ognl.OgnlRuntime$ClassCache
1501:             2            208  org.hibernate.loader.entity.EntityLoader
1502:             2            208  org.hibernate.mapping.Component
1503:            13            208  org.springframework.core.DefaultParameterNameDiscoverer
1504:            13            208  org.springframework.core.LocalVariableTableParameterNameDiscoverer
1505:            13            208  org.springframework.core.StandardReflectionParameterNameDiscoverer
1506:             2            200  [Ljava.text.DateFormat$Field;
1507:             1            200  com.sun.org.apache.xerces.internal.dom.DeferredDocumentImpl
1508:             5            200  java.lang.ClassLoader$NativeLibrary
1509:             5            200  java.util.stream.StreamOpFlag
1510:             5            200  org.apache.catalina.mbeans.ContextEnvironmentMBean
1511:             7            192  [Ljavax.persistence.CascadeType;
1512:             8            192  com.alibaba.druid.util.Histogram
1513:             6            192  com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ClosureToken
